Temperatura,Humedad,Velocidad_viento,Dia_semana,Hora,Dia_festivo,Consumo_dia_anterior,Consumo_semana_anterior,Demanda_max_mes_anterior,Demanda_energia
27.06053543,46.51429818,15.35749751,Domingo,9,0,2256.150723,2229.773102,2279.765951,8516.350878
8.627006096,13.69741285,45.25440617,Miércoles,16,0,4181.729444,4208.509637,4613.429837,14893.94315
26.35541881,41.25596269,43.4670054,Lunes,8,0,3085.667912,3166.394088,3399.628473,11953.47193
15.75457623,33.87056703,11.88493802,Viernes,3,0,1364.348266,1409.244866,1466.982159,4955.345937
26.04931908,71.74820385,4.059389353,Domingo,13,0,3330.347418,3039.446862,3622.34749,11316.09368
4.263721212,95.39114479,31.3569197,Viernes,2,0,4648.710948,4233.747884,5061.239914,16526.25946
26.31381218,34.12424686,16.81843559,Domingo,20,0,1628.937618,1748.041521,2030.713677,6431.757704
39.97654903,83.03193452,33.60421953,Miércoles,11,0,2285.227797,2157.19656,2682.36319,8368.845955
1.928481554,14.98238352,1.605987803,Miércoles,21,0,2756.634684,2803.004313,3171.291288,10519.71267
39.08696737,58.4308909,6.669961759,Jueves,0,1,2100.212253,2152.579708,2425.263407,8521.783233
16.27631843,16.34950573,34.31861164,Sábado,0,0,4775.117899,4454.673372,4880.344674,16095.51049
34.83013801,94.0629692,10.61853277,Viernes,12,1,2510.001059,2641.322621,2945.213029,9321.677423
31.29541936,78.97161525,42.87938379,Viernes,13,0,3632.248234,3898.089299,4112.051342,14215.34552
22.68065044,69.21549201,2.929544386,Domingo,15,0,1895.667057,1814.296566,2007.421456,6715.451333
29.53796837,84.15067435,10.77409914,Jueves,6,0,1878.82375,2020.802771,2059.106947,7105.367829
35.14062245,68.2767816,49.92801242,Viernes,9,0,1703.397342,1560.665308,1920.024567,6502.317514
16.16561287,97.20499575,21.65380513,Domingo,14,0,2739.249054,2903.858159,3242.917522,10815.96009
13.08132646,74.25621531,35.14828318,Lunes,7,0,3131.432809,3219.182546,3361.002067,11932.23868
26.70373542,93.21927486,9.133152443,Miércoles,10,0,1042.992663,1060.329452,1116.110611,4973.119185
32.31383768,56.54187028,30.49343675,Miércoles,23,0,4331.69371,4097.897252,5001.374586,15729.10854
30.49140539,20.53579717,36.30530342,Sábado,13,0,3051.01557,2966.711008,3534.865978,11593.26367
31.91254595,57.53599493,15.72383179,Miércoles,12,1,1628.839694,1762.503707,1936.316411,6595.575215
17.42333259,21.41855453,41.4448556,Martes,22,1,1269.17325,1260.477151,1306.995297,5248.84972
32.71336865,63.32441313,30.17087892,Lunes,12,1,1252.797189,1276.445009,1290.637133,4602.742373
4.808362215,53.42437545,19.45615048,Lunes,8,0,2030.573947,2207.579701,2327.437531,8095.317542
21.77956392,66.0317858,27.88211967,Jueves,16,0,2997.168592,2977.080633,3435.466005,10895.2657
0.23034642,10.90422829,28.83804237,Martes,17,0,4440.958144,4341.719817,4974.598447,15396.77733
12.9834332,27.53564425,8.276764635,Viernes,18,0,4611.861708,4974.540459,5688.990694,17461.17079
14.65846139,54.21973887,20.13661849,Sábado,12,1,4329.31168,4685.084084,5127.119875,15544.08923
15.84690766,95.54532054,17.1715294,Lunes,11,0,2314.253872,2246.973078,2663.570074,9393.720061
27.81868827,44.52481363,20.04513613,Martes,20,0,2226.231007,2267.189064,2485.204591,8072.368832
15.54232405,48.19348234,38.05552942,Martes,19,0,4949.833381,5408.908423,5499.794043,18405.17419
17.9477449,74.32264801,24.12692037,Domingo,19,0,3725.12252,3393.937295,3784.618907,12707.3109
9.501765235,64.34134816,47.01580766,Lunes,7,0,2219.807765,2015.497733,2588.963004,8617.110842
14.93007167,36.90335351,14.68382067,Domingo,23,0,2316.320609,2324.001764,2616.651377,8794.600709
9.090785091,46.9734756,20.78517891,Jueves,10,0,2738.577757,2624.236737,2891.459988,10129.7478
2.927836951,29.5929819,39.34784052,Martes,6,0,3487.226791,3544.312614,4081.045905,12932.30203
24.13794374,96.94193132,27.30122967,Miércoles,0,0,4591.91664,4797.905753,4928.154795,17343.53738
26.72851194,21.75709434,27.35140732,Martes,9,0,1793.228479,1638.678845,2024.642268,6763.436824
24.77961384,43.46531061,2.66700815,Viernes,14,0,1337.613591,1439.905577,1724.858845,6048.599048
18.53976175,12.3255075,19.92998314,Lunes,3,1,2623.008496,2505.963038,2701.709005,8736.505199
15.19143121,29.96015427,13.53668662,Viernes,0,0,1981.82193,1934.792298,2038.083824,6914.228891
34.53334598,80.24240245,49.96675614,Jueves,10,0,3304.130694,3196.44032,3613.287901,11803.4837
20.76327141,28.10577091,15.41775353,Sábado,4,0,3796.859349,4054.92038,4576.108549,14839.36853
19.16727511,17.20570623,44.22482674,Miércoles,18,0,2242.943815,2095.202093,2254.852203,8092.422024
1.025682632,52.70078619,33.81168675,Lunes,18,0,3741.805155,3389.082559,4115.739394,13537.39211
13.64991311,10.89723113,17.04582046,Martes,3,0,2372.589019,2596.467284,2639.657104,7668.150723
15.20782475,17.6289539,27.17671892,Miércoles,1,0,3539.872559,3880.148101,4067.422499,13189.43406
15.95291124,82.68632826,42.026794,Martes,6,0,3532.243227,3361.065655,4035.51556,11858.79197
23.20689477,79.43260104,44.1684149,Jueves,12,0,2112.638814,1905.32668,2424.829767,8911.725725
21.34410187,92.36249384,8.01969375,Sábado,19,0,3542.891007,3646.284685,4178.447136,13755.35857
24.31620371,86.90638923,16.97865706,Lunes,20,0,2523.820383,2598.759315,2632.619243,9245.346211
30.59533046,71.48580069,16.76115901,Jueves,11,0,2345.819777,2552.419275,2954.04914,9513.59997
32.51942955,14.70995716,2.102239804,Jueves,1,0,2157.150988,2070.205081,2343.618142,7980.341852
28.72492305,80.45637562,29.91188799,Sábado,21,0,2382.581041,2234.624749,2609.073759,9960.900393
38.22094784,86.09597298,42.74100265,Jueves,8,0,4146.979568,4243.506611,4599.698471,15623.46348
0.729303307,81.91739312,19.07871939,Jueves,15,0,1980.715257,2005.938107,2349.764875,7729.529565
7.831119427,55.76311318,37.00179725,Martes,7,0,3727.949621,3890.29198,4419.34863,13782.34089
0.302514999,30.96116548,31.38502068,Domingo,23,0,4602.48234,4956.990754,5452.715449,18364.09565
25.89898857,86.07969781,18.78243677,Viernes,17,0,2401.715764,2430.413956,2835.94652,10225.8378
35.92122196,75.44465288,7.052989975,Martes,3,0,1118.048258,1039.801709,1298.135309,3707.610624
9.739291863,98.26850569,35.46619264,Sábado,23,0,1098.424116,1119.981556,1121.11143,4833.141078
37.08138179,24.0123338,42.72825845,Miércoles,10,0,1558.011553,1518.781311,1707.231657,6154.781592
2.410695612,30.30981247,34.29272462,Sábado,16,1,1440.179372,1426.565365,1452.347768,4753.166386
37.37744107,29.06183349,0.893924202,Sábado,7,0,3992.340999,4359.224674,4627.043652,14941.86838
14.06490749,81.32857909,10.81164472,Sábado,18,0,2179.402868,2203.353221,2557.580741,7469.853262
4.056833138,26.82165668,3.473999244,Sábado,7,0,3610.039094,3357.081604,4291.652274,13365.9686
19.43487037,15.99938468,28.51930498,Jueves,5,0,1169.821743,1156.522883,1226.456711,3661.324603
10.27106271,99.87047259,37.82388394,Sábado,22,0,2182.961104,2064.395974,2192.315158,8186.909744
11.39491608,12.23354903,5.528959353,Miércoles,1,0,1936.584939,1795.401116,2092.416639,6353.137242
12.2915986,85.17196541,41.91689103,Sábado,14,0,2107.522041,2196.979655,2344.229509,7540.348365
32.12103591,42.88301574,27.77544892,Martes,0,0,1762.871077,1808.201215,2053.01943,6961.76506
21.56645107,85.74539138,34.49845061,Jueves,5,0,3471.664084,3470.128822,3815.398873,13624.67249
12.45230797,59.91584421,48.57009243,Martes,18,0,3650.691479,3594.644819,3941.90514,12886.33423
24.41335133,91.14681065,4.184049412,Jueves,3,0,1593.861962,1537.189883,1667.037949,6230.954788
28.64602697,93.35736878,45.06120115,Martes,12,0,3964.583938,3637.90913,4621.499955,14724.13146
10.90496003,10.81883632,6.305134799,Lunes,14,0,2000.181905,1919.882461,2099.546656,7094.920774
16.54196406,16.78709584,19.64794033,Viernes,8,0,2131.69001,2275.960497,2300.875427,8134.354769
4.875443733,32.53228566,42.57193482,Viernes,2,0,4315.233355,4560.05846,5074.989846,16139.33289
7.245973981,70.23838747,45.31271184,Jueves,1,0,4604.663661,5039.636513,5359.500979,16704.49969
27.24471416,89.94449769,25.31858368,Lunes,15,0,4299.025254,4433.212545,5064.887823,17144.1635
7.257533908,51.39477562,29.70523191,Miércoles,17,0,1591.051281,1608.120002,1634.130272,6091.208575
21.00653535,64.62758046,35.40736673,Lunes,17,0,4997.07054,4793.23452,5962.811953,18373.51658
28.36185047,26.96498675,41.63793342,Domingo,5,0,3688.621659,3376.461164,3826.471364,12481.28189
4.275076924,82.44701505,6.075558477,Jueves,17,0,3042.674486,3114.492764,3336.902988,11231.19741
22.69248879,97.05953002,40.50346541,Lunes,10,0,4819.365631,4807.955486,5282.945192,18293.18506
10.26251135,34.17390396,24.06380753,Miércoles,6,0,4269.521582,4490.746427,5290.204831,15585.25854
38.51707501,54.53433564,22.53117126,Jueves,22,0,3766.972159,3700.566413,4311.330439,13733.32835
19.34182587,17.75044995,21.1949876,Viernes,22,0,4353.588994,4776.367203,4914.717989,16390.86922
32.23970199,60.32229908,25.46057926,Sábado,13,1,2541.866333,2489.815039,2764.845774,8781.88708
22.00906169,55.25050977,47.25252767,Lunes,17,0,3737.753782,3612.966356,4143.607957,13173.5622
1.736501314,22.99928357,27.41018864,Viernes,6,0,1762.320075,1893.079423,2158.915375,6581.92537
25.32605502,49.78595918,47.65887691,Viernes,9,0,4952.002541,4848.512049,5518.327746,16842.05594
38.05613369,40.06941869,9.014506531,Martes,7,0,3355.9268,3604.867651,3934.593999,12950.00483
24.06447281,56.96477878,36.20679894,Miércoles,23,1,4256.94899,3854.54325,4908.728448,14733.53367
32.76755438,62.70889019,40.61197693,Domingo,13,0,2629.359522,2730.638933,2937.106709,10722.00188
35.36825853,10.76460207,33.95644157,Sábado,17,0,4034.355277,3688.895753,4830.876362,14405.27395
9.123190878,78.49053847,30.34611401,Lunes,4,0,2549.539598,2370.170545,3032.821405,9886.956109
8.481793596,74.17128627,28.24063905,Viernes,13,0,3360.020348,3494.471575,3988.855719,13016.61293
24.43923955,42.96577476,43.04652413,Viernes,21,0,4112.539263,3939.58506,4838.494501,14745.75457
16.44113879,14.7642342,41.08232986,Domingo,21,0,1465.895653,1381.00077,1581.166509,5452.997799
33.59445211,77.94392858,6.114436059,Miércoles,21,0,2427.143405,2573.512841,2872.797057,10590.71541
36.00092494,95.96576444,42.42938285,Sábado,9,0,3179.747796,3463.538292,3652.408613,12627.58626
14.13685517,31.61364364,20.70343097,Sábado,14,0,2335.990824,2210.959554,2749.759882,8437.457062
9.474822359,39.11721524,12.6848415,Domingo,5,0,2236.668939,2154.894514,2447.374354,8354.044064
31.22102061,26.54316005,43.4884284,Viernes,8,0,2126.656358,2217.70843,2455.510471,8415.687132
10.99224142,61.9242511,21.60123998,Viernes,9,0,1911.167287,2031.682771,2382.988136,7402.711527
32.90457274,23.93572552,40.41823451,Viernes,22,0,4395.61825,4834.443634,5605.323235,15794.73003
16.94953015,42.05745491,13.1701806,Viernes,16,0,4694.756518,4481.962663,4996.857713,16325.91807
26.70199597,72.73117125,0.196466071,Martes,0,0,3800.677793,3843.715595,3910.924964,13420.29741
3.821412553,60.41043847,24.77295965,Martes,13,0,1119.998051,1038.018437,1156.306865,4129.635905
24.95437299,44.78163079,5.011412832,Domingo,3,0,4144.932781,4004.701502,4426.038684,15615.45427
18.07070715,47.82246416,37.71879778,Sábado,1,1,3127.759364,2843.113602,3318.734615,11346.4988
23.46433853,60.58997944,13.8037568,Jueves,2,1,4032.440352,3799.235086,4063.337352,14119.46924
6.72056831,10.52782551,22.18228233,Lunes,6,0,2749.353495,2752.952386,2990.843337,10026.77025
29.4749498,17.06588816,4.351678255,Miércoles,22,0,1165.12766,1086.77495,1189.793491,4365.131638
34.5118831,89.3132261,14.33296242,Jueves,13,0,3726.979944,4017.224701,4194.697428,14790.18172
8.669592004,17.00910902,39.07451216,Martes,11,0,2776.51397,2893.299152,3348.984034,10697.59373
3.828582221,73.61232366,7.579395595,Martes,18,0,4496.173982,4071.497763,4941.186891,16625.30618
0.945543442,92.80343477,32.35797806,Martes,17,0,3952.551747,4250.338226,4567.373552,15022.24644
25.67886002,34.36152439,45.87129264,Jueves,14,0,2438.246991,2671.012287,2770.072298,8516.575699
24.28376144,43.34422934,33.99183799,Martes,0,0,3896.327839,3897.778496,4573.09209,13909.33742
21.86789651,61.20292653,40.55108446,Jueves,2,1,2980.834398,2870.311424,3519.584315,11183.60098
9.277883845,89.35380727,5.448581465,Martes,14,1,1797.775809,1712.728231,1984.269167,6733.572982
15.63623984,94.77150285,12.5365913,Viernes,3,0,2679.545278,2458.439649,3173.264741,10474.26758
23.77905341,76.56069233,44.72694261,Viernes,14,1,1890.249578,1887.077504,2065.963006,7802.504798
19.87067435,17.79577848,35.75528068,Lunes,9,0,1019.90608,928.1430945,1041.78153,3711.311717
39.51142081,70.223874,31.97769132,Martes,5,0,1987.183094,1988.708135,1995.485483,7020.975789
5.457590102,46.92733497,33.18833681,Domingo,12,0,1838.085304,1747.117889,1885.279175,6865.705676
27.80578216,52.36308995,20.71002772,Lunes,6,0,1017.347635,1012.552256,1144.039224,4294.33838
16.17275072,14.42335513,2.227831581,Jueves,21,1,4135.701472,4068.193695,4401.135092,15153.05229
17.1279846,27.19559254,39.2220771,Lunes,0,0,1307.939753,1256.959989,1477.529576,4518.658985
28.70391063,81.14622468,33.93566181,Martes,21,0,2796.236296,2767.512372,3080.32055,12094.91308
27.69744605,50.85629497,23.64022321,Jueves,10,0,2671.532703,2657.65884,2849.4635,9087.347899
39.65023975,37.14960175,44.98798077,Domingo,13,0,1725.632469,1840.798337,1921.307419,6873.464354
5.135771578,44.56171666,16.80798325,Jueves,5,0,4867.474026,5028.86325,5110.374831,18022.00607
4.164385975,86.8959562,14.71608721,Viernes,4,0,3414.93442,3369.281253,3949.297253,13185.03037
28.97355269,77.40991157,43.63981625,Jueves,18,0,4254.052183,4598.836253,5352.129477,16775.67338
23.13547668,34.50838575,39.84938274,Jueves,18,0,2984.562229,3137.217081,3476.946829,11657.81723
10.96642666,20.57516562,25.74899053,Lunes,12,0,3891.247669,3561.049542,4013.506525,13934.50293
3.17677476,32.67983995,6.536736973,Domingo,6,0,4879.116833,4541.233923,5136.274634,17113.22131
3.426329984,92.86808059,10.75357357,Sábado,7,0,2393.621655,2193.355893,2850.872923,9094.560444
35.76763499,62.34299541,32.81139952,Jueves,13,1,3017.055411,2907.755555,3153.39059,11461.99086
7.674692989,58.01321879,19.25206189,Miércoles,18,0,3058.147595,3018.787168,3092.891088,11023.08668
12.93486248,63.67542397,41.82365958,Sábado,18,0,4967.979265,4972.197997,5519.188973,18864.97695
9.066256089,42.94254392,47.49775047,Viernes,22,0,1932.396586,2068.210132,2176.548752,7830.810315
14.19985223,82.63963183,40.28184626,Domingo,11,0,3701.230034,3344.3991,4409.967398,13414.5677
2.77695371,57.09576244,18.87727115,Domingo,22,0,1552.918714,1530.646258,1731.432278,5467.607509
20.76239164,20.50731125,39.43432146,Viernes,8,0,4708.294128,4624.484961,5617.762097,17723.95743
2.704502544,21.61586123,17.57208367,Jueves,13,0,3361.527676,3662.368225,4237.782403,12970.3312
32.01426031,58.31732319,8.355004388,Lunes,5,1,4437.646108,4207.808805,5079.405003,16067.92608
9.348483276,94.29131963,1.669660243,Sábado,14,0,4580.966177,4235.016936,5341.740592,16548.62713
21.60047658,37.75169095,19.28583564,Viernes,12,0,3228.439648,2997.451385,3619.006937,12025.09939
35.2031635,88.2587052,45.17796518,Viernes,6,1,3728.029085,3743.047617,3751.373123,13555.28015
26.03509476,78.76860279,11.94932939,Miércoles,10,0,3794.88256,3712.081109,4092.754112,14774.24466
21.31831146,32.30311986,10.32565825,Jueves,9,0,2841.923294,2986.373724,3117.187697,10195.43235
12.97335012,13.27066735,48.49103926,Sábado,0,0,2739.352989,2642.47981,2977.300133,9510.434035
13.32007652,19.16625386,1.250205643,Viernes,6,0,1744.752876,1614.929915,1908.951403,5843.604685
26.77947821,75.56445405,39.28910752,Domingo,17,0,2535.658242,2478.289375,2600.485422,8815.370405
39.76557445,27.97027642,16.06849779,Viernes,22,0,4963.027762,5343.231043,5368.271079,18258.32623
26.47356759,43.41438285,1.874397843,Viernes,2,0,2079.446308,2040.155817,2136.922326,7500.657226
22.31133669,55.15292494,45.89012701,Viernes,8,0,4049.763635,4319.986318,5060.801014,15504.45473
29.22602041,75.29213516,6.98211651,Lunes,4,0,1237.38988,1205.596406,1424.447147,4014.726256
18.60822449,20.19081009,27.58896419,Martes,22,0,2869.87519,2744.395995,3328.419775,9895.941665
2.405693704,46.57297647,13.70271037,Miércoles,23,0,1233.640528,1301.456888,1373.377119,4830.368111
22.49187264,53.65656182,3.259640109,Domingo,12,0,2903.199735,2734.369687,3040.288356,10203.76299
38.30501138,58.67443576,2.496124283,Lunes,15,0,1110.209843,1050.665005,1118.508087,5013.004549
7.012117694,83.65245773,5.777834942,Miércoles,15,0,3453.179086,3142.263707,3779.344601,12329.99361
27.60019563,25.45103755,3.568350694,Viernes,11,0,3346.0364,3137.140477,3601.947192,12357.49853
8.037347546,82.70483066,38.02790578,Miércoles,17,0,4191.372891,4089.786916,4892.074959,15340.29297
21.43310738,72.35905849,24.27831011,Jueves,10,0,3333.144809,3266.197061,3787.697471,12934.60953
3.867057986,60.02837328,17.14460457,Jueves,16,0,4703.996649,4629.323607,4839.74076,15620.67999
18.01483745,72.95750834,20.91844551,Martes,6,0,4132.418456,4115.635008,4948.286081,15652.43571
30.24653316,47.08159651,46.44733678,Martes,14,0,1530.626081,1552.639734,1791.945219,6802.849144
13.90286097,22.45578274,45.53759064,Miércoles,5,0,2061.892753,1933.819945,2358.903256,6732.207345
26.59646898,69.91887162,35.78382401,Lunes,5,0,1104.922391,1130.102287,1179.06184,4876.885157
31.81799843,57.2205076,44.23411887,Lunes,17,0,2544.536006,2461.357459,3005.176719,9886.267037
37.08711278,67.54373205,15.98240138,Viernes,18,0,3038.145015,3180.336725,3481.782255,11121.92934
9.385683274,40.41989029,19.0554663,Lunes,19,1,4783.784995,4838.515753,5126.558357,17515.04725
15.97263663,91.61799196,30.68560909,Martes,18,0,3089.069729,3122.597644,3531.554007,11932.89587
6.096640533,62.86328817,31.18129736,Lunes,1,0,4124.112168,4277.105997,4458.243114,15152.60411
39.69934009,17.68622359,24.0849919,Viernes,2,0,2072.09605,2002.895913,2448.208682,8478.133775
37.08003872,50.48235916,20.03289242,Jueves,13,0,1612.633749,1589.809479,1888.18243,6921.922902
21.59828521,78.07204493,49.30901558,Lunes,21,0,4243.345015,4313.697867,4714.795303,16228.47692
33.68133178,81.47211056,41.05618131,Lunes,3,0,1989.700581,1958.484416,2065.570818,8350.13283
20.83831909,54.51373475,21.74900989,Martes,21,1,4485.340471,4435.33563,4930.738479,16026.54364
24.94342752,90.52728137,36.36462386,Miércoles,16,0,1679.399503,1602.982483,1729.492032,6194.034034
3.564977285,34.09015935,13.47808466,Jueves,5,0,4406.346164,4218.975129,4644.155684,15237.27555
30.21081682,46.95388275,5.008466312,Miércoles,18,0,4091.39032,4254.192802,4664.920134,15245.40054
5.108539345,90.87372195,17.62155128,Viernes,8,0,3444.882693,3103.34403,3459.447478,11883.14219
33.04270521,90.66310448,20.14864001,Viernes,3,0,4400.882711,4044.666834,5074.853785,16190.35617
31.28112351,71.71414919,0.826856228,Miércoles,6,0,2322.840472,2531.343227,2631.035055,9103.761841
28.34978791,87.30824924,40.73960008,Martes,3,0,1664.136583,1559.967651,1952.568482,6024.970285
1.446415221,17.98959403,17.95967012,Sábado,10,0,1628.1627,1601.500198,1635.411225,6137.755426
12.12513424,87.84954786,29.02090829,Martes,21,0,2081.435655,2227.005077,2464.017073,7830.388966
10.5245028,38.85579159,3.698159364,Sábado,22,0,2784.908529,2506.474695,3217.488902,10838.44658
14.4054563,26.04983612,8.749841438,Sábado,1,0,4504.09146,4887.100652,5119.67624,17376.59925
3.505709871,31.54328527,44.48468627,Martes,9,0,1358.142609,1236.857384,1550.3342,4276.435288
37.47831292,47.61716572,30.43437639,Sábado,5,1,4660.968178,4354.1544,5332.956576,17024.8516
22.15208963,32.60728041,47.51420251,Sábado,7,0,4701.978841,4259.149806,5301.804326,15987.01123
12.22097243,38.85108274,49.93750172,Sábado,14,0,3908.945563,3924.206122,4210.086682,14794.21634
15.87926068,22.14806375,18.59300577,Jueves,12,0,4601.134455,5008.881754,5795.341102,17783.5059
17.88810162,36.6559089,14.9401532,Viernes,21,0,4079.946521,4356.596769,4904.16323,15586.7895
24.02377333,61.50554331,42.91780276,Sábado,1,0,3113.203861,3200.217003,3578.09108,11944.96394
20.62717711,49.76683373,49.93057135,Viernes,19,0,3403.000905,3188.944415,3960.522213,12368.66626
36.77567893,41.20468851,31.48206171,Domingo,0,0,3512.897906,3772.569281,3957.152074,13143.51687
19.87853932,77.1806916,39.75703613,Viernes,14,0,1507.573124,1584.39163,1658.062024,5946.144451
39.68632059,90.41589743,39.08729294,Domingo,6,0,1772.21655,1689.5773,1909.190064,7611.085766
34.05699831,78.11103006,17.76698541,Jueves,23,0,3093.474895,3282.232029,3330.239969,11660.38394
8.340420574,39.88006319,28.71351901,Viernes,17,0,1460.913251,1571.110329,1677.126801,6340.721058
37.22380859,76.99979511,41.65284706,Miércoles,9,0,4859.917184,5052.589585,5463.1348,18161.38837
4.654655915,23.67821642,34.40569381,Lunes,14,0,3028.509114,2786.461066,3328.366758,10735.20789
32.69798834,21.72861893,1.058190699,Jueves,4,0,2520.344579,2764.438361,2904.879273,10835.78975
15.22493174,41.10643333,16.83528344,Lunes,23,0,1630.16015,1491.922892,1925.819835,6382.569012
35.11897282,82.69321321,7.22378483,Miércoles,10,0,2666.13559,2748.505309,2905.213191,10548.7661
34.7222676,32.17134225,11.6486106,Martes,7,0,2209.704748,2037.579909,2586.039907,8640.053537
32.237016,15.6928068,45.27447387,Martes,20,0,1351.708685,1461.308836,1591.351422,5863.911695
31.60121745,21.85385817,1.844664446,Sábado,7,0,4868.021181,4721.958818,5567.221582,17425.36237
12.18716556,87.28704717,10.9900356,Martes,5,0,2059.912384,2064.651428,2110.446383,8041.292925
3.236771322,67.04049563,15.47846761,Jueves,14,0,3761.880969,3520.188832,4171.653047,13669.96997
16.11920715,32.7881047,30.8442036,Martes,14,0,1365.290007,1378.004186,1642.808607,4196.025655
6.940980599,59.97662428,26.7050845,Jueves,4,0,4652.676037,5061.03202,5735.41576,18080.39441
27.79804356,57.48216602,10.91347414,Jueves,12,0,3363.005806,3633.144676,4229.190588,12836.134
13.84398906,68.98923806,8.212053361,Lunes,13,0,3627.488002,3311.095538,3816.893995,12991.27576
39.02440803,30.9868799,11.83990173,Martes,10,0,4127.137443,4026.648667,4787.618865,15866.42416
25.63888309,87.79626885,25.12648134,Viernes,19,0,3423.661315,3264.414066,3664.175837,12162.20639
32.89922255,37.84317059,13.55888929,Domingo,20,0,1283.629834,1278.844841,1408.161978,5018.300711
5.30098691,72.47184886,47.38012508,Martes,11,0,2718.329695,2899.766873,3008.773586,10071.95621
34.48057929,11.45121817,23.19326107,Martes,19,0,2048.120373,2145.959815,2354.41766,8457.098417
36.91028762,43.53914169,2.939800827,Martes,0,0,2946.868083,2854.912946,3250.809143,10752.83711
19.48247675,41.65388362,36.46332029,Sábado,2,0,2617.300647,2555.880887,2943.064112,9786.205647
24.25011751,58.91359857,16.44226441,Viernes,7,0,4306.132469,4438.980955,5210.150729,16773.96821
30.59239204,16.54626356,32.6744466,Viernes,22,0,1988.190209,1866.602504,2109.410625,7612.892636
6.99354509,81.11182364,13.97971853,Jueves,11,0,1805.204237,1661.772825,2160.517813,6393.439363
20.10264306,29.60027216,28.53718709,Viernes,14,0,4832.345182,4583.564903,5651.611275,17434.84821
15.94652111,70.93340334,38.60762524,Jueves,22,0,4798.066456,4437.28298,5184.716357,17907.23823
5.854959686,82.28909109,46.40043709,Domingo,2,0,4973.85986,4826.617933,5199.338498,17781.62665
14.70137689,60.56892606,13.05635722,Lunes,21,0,3273.522318,3559.99859,3610.902709,13009.9522
2.726892375,76.6794886,16.74284755,Jueves,7,1,1452.575842,1342.267081,1520.662194,6412.286896
1.032476278,69.5674281,23.21332101,Martes,23,0,4520.670963,4808.476897,5659.118504,17356.43135
5.406651566,41.99768174,46.35874189,Miércoles,18,0,1580.459937,1591.411902,1684.360355,6214.794478
38.52460446,82.79726851,45.06934284,Miércoles,19,0,1622.377304,1665.501091,1711.462198,6987.287347
21.98118144,36.52312329,4.493914005,Sábado,5,0,1773.59027,1656.56253,1781.633356,5787.75063
38.63288645,61.4091626,6.596491288,Martes,17,0,3613.675342,3361.710608,3828.819365,13398.74427
17.29991513,77.08579652,24.77545887,Jueves,10,0,1428.796213,1332.422101,1490.563848,6195.070317
12.47264532,44.10603188,5.33096364,Martes,11,0,4113.126516,4250.556665,4337.440038,14285.91297
20.24567451,37.24908469,17.27904367,Sábado,22,0,1233.006384,1294.111287,1540.273461,4931.822781
17.58046755,51.34114092,7.419268911,Viernes,1,0,1441.786243,1562.966919,1646.623746,5830.485477
4.22658737,83.61671449,31.80201776,Jueves,4,0,2737.948567,2682.199746,2741.330935,9865.674116
25.63305259,93.69295868,47.47477159,Domingo,3,0,2516.686008,2497.543784,2991.975038,9695.050348
8.6415273,59.05750716,49.83668851,Martes,8,0,4958.833074,4928.678426,5532.583138,17505.34866
24.7835182,69.53195848,18.76205662,Viernes,12,0,4867.455827,4643.453468,4948.073515,17582.44609
26.0080437,91.294626,29.95063186,Sábado,12,0,1758.727229,1698.308848,1769.779767,6375.736631
6.080994125,18.86921663,42.81338268,Viernes,14,1,4786.66218,5118.684442,5229.093507,17215.01675
2.453985084,30.88707201,5.87310364,Jueves,1,0,3769.047616,3651.243911,4214.919054,12630.64161
31.23046344,73.80100056,34.47822055,Sábado,22,0,2635.372662,2829.913817,2864.932079,9541.159499
18.39201695,84.13700157,20.44218309,Sábado,12,0,3958.523729,3804.353252,4408.323335,15332.3692
2.32655182,87.13261255,10.30730801,Sábado,6,1,4600.563863,4453.238316,5200.97519,16882.63748
39.79465269,47.35964592,20.13768094,Lunes,22,0,1720.566215,1741.309661,1792.705037,7068.846095
2.31122244,18.04059121,3.798014348,Sábado,16,0,1783.937046,1642.337702,1958.203698,5875.260763
27.80140915,49.40033296,34.77035743,Lunes,7,0,2634.883049,2857.299992,3408.118815,9590.898036
39.34715701,30.76611312,12.63713344,Viernes,17,0,1676.847085,1784.299392,2082.808558,6516.277943
9.567204169,36.20768095,15.57028225,Domingo,14,0,2441.589943,2524.850029,2890.127328,8292.684192
5.689974747,79.50408012,6.054064912,Lunes,14,0,3582.766108,3932.533659,4339.73582,13657.06257
4.855397577,16.79743774,43.23295569,Viernes,4,0,4251.272501,3839.74878,4586.506387,15275.17365
12.1310059,84.48230957,24.67221396,Lunes,1,0,2207.739751,2168.468616,2407.069833,8284.450283
4.04183244,48.49021772,28.60734389,Viernes,15,0,2126.922735,2279.356335,2627.920068,8978.100051
27.68645367,63.6457538,28.47163415,Viernes,4,1,4118.971858,4063.79187,4575.599399,15538.73914
2.491671925,18.06870081,20.52465573,Domingo,22,1,2524.104904,2274.34035,2910.118279,9450.836117
20.37688513,40.36231705,9.626495772,Sábado,5,0,4273.901471,3981.356434,5102.929775,15535.47498
39.86787415,18.07308271,37.25663742,Domingo,11,0,4973.521281,4907.942829,5610.643433,17556.93676
32.55881078,96.53893506,6.352813268,Domingo,4,0,4918.674704,5083.890883,5697.113418,18324.05978
24.60877753,82.65354844,5.193689514,Sábado,19,1,3650.747819,3404.434981,3947.306789,13980.94143
